# x y err_y
      5.41972       17.769687      5.88091
      12.2796       55.071744      5.30878
      12.9716       57.814661      3.21966
      7.04492       27.144299      6.53457
      10.5383       49.810291      3.14433
      4.91516       12.932024      3.79016
      6.15811       14.729965      4.23850
      13.2843       61.813574      3.94775
     0.656666      -11.100447      2.92205
      2.77867       2.7346281      4.63954
     0.623521      -12.368621      2.81258
      11.1747       53.240524      5.30113
      2.79396       2.9391100      1.22336
      2.36352       2.2907553      3.78804
      12.6967       64.126916      4.87199
      13.2425       66.149130      2.20049
      9.67749       44.283604      2.01165
      7.72441       36.898224      6.14695
      8.12036       33.557460      2.77350
      5.03264       7.4170465      3.43739
      4.35523       15.904547      4.25073
      1.54405      -6.7245129      1.72725
      5.10176       17.734775      2.59070
      2.37331       15.269246      6.38290
      9.95292       37.663401      6.09030
      9.10689       43.233002      5.19822
      7.70791       24.886711      4.56501
      12.9350       53.414768      6.52977
      4.74742       13.731920      1.68535
      6.50711       21.309468      3.85362
      10.0514       53.879975      6.70656
      1.36585      -10.919886      5.95744
      7.09807       28.469127      5.98442
      9.56135       43.639517      3.91638
      9.44398       43.435632      1.93797
      9.39740       48.394856      6.36352
     0.834972      -1.9459147      5.59308
      8.78241       38.686817      1.86634
    0.0934838      -21.010570      6.77390
      1.89485      -7.3076351      3.80219
     0.241225      -10.272207      2.63905
      1.53095      -11.271240      3.52060
      4.12348       15.501124      5.90448
      11.6305       50.485647      5.73497
      5.23732       4.0494690      4.83032
      4.88365       13.076373      2.71183
      7.56876       35.827151      4.95144
      7.33920       19.718505      5.04738
      12.0375       62.167018      6.27819
      6.27793       10.925418      6.68054
      6.40791       22.845963      1.27341
      12.5444       58.331736      6.14560
      1.53228      -3.1829772      1.35671
      9.39819       33.901777      6.78691
      13.9842       66.371521      4.84979
      1.56691      -4.9184118      1.24168
      4.36670       11.404817      4.64379
      3.27982       5.0625179      4.37645
     0.249419      -13.529397      2.74499
      4.11860       4.8544469      2.14803
      13.2093       72.867887      6.05017
      6.50672       24.227781      4.90291
      5.31628       18.436358      2.32239
      2.57096     0.084424913      2.97602
      12.9777       62.582125      6.52756
      4.53147       12.421853      4.09060
      7.69828       30.210164      5.22149
      3.45490      -1.7689118      5.55615
      13.7878       70.190152      2.55071
     0.782764      -13.200994      6.36523
      3.62819       8.7376591      2.61504
      7.44177       28.563722      3.06298
      4.10286       7.4289148      3.44314
      9.72723       51.638367      6.72614
      12.4584       60.450450      1.51154
      11.7440       49.012927      6.15505
      7.39105       28.887070      2.04491
      12.9538       57.533010      3.24053
      13.0717       62.953243      2.14980
      2.72411       1.4328423      2.06870
     0.548897      -13.641362      2.15065
      11.8168       53.907003      3.97631
      12.3607       54.894198      6.32908
      11.1110       42.657452      4.84388
      4.72102       5.6475959      4.00089
      4.26543       9.4804791      5.28480
      7.54860       30.810656      5.54646
      5.90109       13.505260      6.26823
      4.80456       7.7083831      5.61625
      9.19617       45.045282      6.18884
      12.4586       58.229506      4.12566
      2.27510      -2.5682491      1.80291
      11.2461       58.638295      6.69715
      13.4843       68.153015      3.24213
      3.89685       12.191404      5.71622
      12.5621       56.460040      6.78255
     0.400508      -7.9319173      5.41595
      4.81298       20.782902      3.24543
      1.73081      -2.0314562      4.18836
      10.8038       50.013231      4.00478
